ccode,iso3c,countryname,year,month,quarter,source,troops_ad,army_ad,navy_ad,air_force_ad,marine_corps_ad,coast_guard_ad,space_force_ad,army_national_guard,air_national_guard,army_reserve,navy_reserve,marine_corps_reserve,air_force_reserve,coast_guard_reserve,total_selected_reserve,army_civilian,navy_civilian,marine_corps_civilian,air_force_civilian,dod_civilian,total_civilian,year_quarter,troops_all,region
404,GNB,Guinea-Bissau,2019,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.3,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2020,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2020.4,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2020,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2020.2,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2020,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2020.1,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2020,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2020.3,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2021,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2021.4,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2021,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2021.2,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2021,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2021.1,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2021,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2021.3,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2022,December,4,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2022.4,NA,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2022,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2022.2,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2022,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2022.1,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2022,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2022.3,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2023,December,4,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2023.4,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2023,June,2,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2023.2,NA,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2023,March,1,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2023.1,NA,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2023,September,3,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2023.3,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2024,December,4,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2024.4,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2024,June,2,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2024.2,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2024,March,1,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2024.1,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2024,September,3,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2024.3,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2025,December,4,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.4,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2025,June,2,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.2,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2025,March,1,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.1,0,Sub-Saharan Africa
404,GNB,Guinea-Bissau,2025,September,3,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2025.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1968,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1968.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1968,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1968.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1969,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1969.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1969,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1969.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1970,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1970.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1970,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1970.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1971,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1971.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1971,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1971.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1972,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1972.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1972,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1972.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1973,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1973.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1973,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1973.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1974,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1974.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1974,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1974.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1975,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1975.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1975,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1975.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1976,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1976.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1976,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1976.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1977,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1977.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1977,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1977.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1978,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1978.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1978,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1978.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1979,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1979.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1979,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1979.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1980,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1980.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1980,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1980.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1981,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1981.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1981,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1981.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1982,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1982.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1982,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1982.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1983,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1983.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1983,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1983.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1984,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1984.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1984,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1984.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1985,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1985.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1985,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1985.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1986,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1986.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1986,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1986.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1987,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1987.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1987,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1987.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1988,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1988.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1988,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1988.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1989,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1989.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1989,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1989.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1990,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1990.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1990,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1990.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1991,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1991.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1991,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1991.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1992,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1992.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1992,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1992.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1993,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1993.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1993,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1993.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1994,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1994.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1994,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1994.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1995,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1995.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1995,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1995.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1996,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1996.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1996,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1996.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1997,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1997.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1997,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1997.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1998,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1998.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1998,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1998.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1999,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1999.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,1999,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1999.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2000,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2000.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2000,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2000.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2001,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2001.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2001,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2001.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2002,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2002.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2002,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2002.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2003,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2003.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2003,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2003.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2004,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2004.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2004,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2004.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2005,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2005.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2005,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2005.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2006,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2006.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2006,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2006.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2007,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2007.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2007,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2007.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2008,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2008.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2008,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2008.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2009,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2009.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2009,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2009.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2010,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2010.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2010,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2010.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2011,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2011.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2011,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2011.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2012,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2012.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2012,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2012.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2013,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2013.4,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2013,June,2,Kane 2006,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2013.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2013,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2013.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2014,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2014.4,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2014,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2014.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2014,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2014.1,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2014,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2014.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2015,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2015.4,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2015,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2015.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2015,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2015.1,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2015,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2015.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2016,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2016.4,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2016,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2016.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2016,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2016.1,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2016,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2016.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2017,December,4,December 2017,21,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2017.4,21,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2017,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2017.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2017,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2017.1,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2017,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2017.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2018,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2018.4,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2018,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2018.2,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2018,March,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2018.1,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2018,September,3,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2018.3,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2019,December,4,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.4,0,Sub-Saharan Africa
411,GNQ,Equatorial Guinea,2019,June,2,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2019.2,0,Sub-Saharan Africa
